"","X12S","X16S","BDNF","CXCR4","cytb","H3A","NCX1","ND1","ND2","POMC","RAG1","RHOD","SIA","SLC8A3","TYR"
"5841","JN991487","JN991424","","","","","","","","","","","","","JN991554"
"5842","","","","","","","","","","","","","","",""
"5843","","","","","","","","","","","","","","",""
"5844","","","","","","","","","","","","","","",""
"5845","","","","","","","","","","","","","","",""
"5846","JN991496","","","","","","","","EU443185","","JQ025174","","","","JN991560"
"5847","EF493670","EF493670","","","","","","","GU168782","","EF493441","","","","EU186778"
"5848","","EU130625","","","EU130667","","","","","","","","","",""
"5849","","","","","","","","","","","","","","",""
"5850","","","","","","","","","","","","","","",""
"5851","","","","","","","","","","","","","","",""
"5852","","JN371035","","","","","","","","","","","","",""
"5853","EF493390","EF493390","","","","","","","","","","","","",""
"5854","","DQ195450","","","DQ195478","","","","","","","","","",""
"5855","","","","","","","","","","","","","","",""
"5856","","","","","","","","","","","","","","",""
"5857","EF493524","EF493524","","","","","","","","","","","","",""
"5858","","","","","","","","","","","","","","",""
"5859","EU186664","EU186664","","","","","","","","","","","","",""
"5860","","","","","","","","","","","","","","",""
"5861","FJ438807","FJ438796","","","","","","","","","","","","",""
"5862","","","","","","","","","","","","","","",""
"5863","","","","","","","","","","","","","","",""
"5864","","","","","","","","","","","","","","",""
"5865","","","","","","","","","","","","","","",""
"5866","","JQ742159","","","","","","JQ742333","","","","","","",""
"5867","","","","","","","","","","","","","","",""
"5868","","","","","","","","","","","","","","",""
"5869","","","","","","","","","","","","","","",""
"5870","","","","","","","","","","","","","","",""
"5871","","","","","","","","","","","","","","",""
"5872","","","","","","","","","","","","","","",""
"5873","JF906322","","","","","","","","","","","","","",""
"5874","","","","","","","","","","","","","","",""
"5875","","","","","","","","","","","","","","",""
"5876","","","","","","","","","","","","","","",""
"5877","","","","","","","","","","","","","","",""
"5878","","","","","","","","","","","","","","",""
"5879","","","","","","","","","","","","","","",""
"5880","","","","","","","","","","","","","","",""
"5881","","","","","","","","","","","","","","",""
"5882","","","","","","","","","","","","","","",""
"5883","","","","","","","","","","","","","","",""
"5884","EF493702","EF493702","","","","","","","","","EF493430","","","","EF493492"
"5885","FJ438808","EU192235","","","","","","","","","","","","",""
"5886","JN991497","JN991432","","","DQ195479","","","","","","","","","",""
"5887","","DQ195452","","","DQ195480","","","","","","","","","",""
"5888","JN991498","JN370973","","","","","","","","","","","","",""
"5889","EF493351","EF493351","","","","","","","","","","","","",""
"5890","","EU712631","","","","","","","","","","","","",""
"5891","EF493350","EF493350","","","","","","","","","","","","",""
"5892","","","","","","","","","","","","","","",""
"5893","","","","","","","","","","","","","","",""
"5894","","","","","","","","","","","","","","",""
"5895","","","","","","","","","","","","","","",""
"5896","EF493823","EF493663","","","","","","","","","","","","",""
"5897","","JN104658","","","","","","","","","","","","",""
"5898","EF493523","EF493523","","","","","","","","","","","","",""
"5899","","","","","","","","","","","","","","",""
"5900","","","","","","","","","","","","","","",""
"5901","","","","","","","","","","","","","","",""
"5902","EF493391","EF493391","","","","","","","","","","","","",""
"5903","","","","","","","","","","","","","","",""
"5904","","","","","","","","","","","","","","",""
"5905","","","","","","","","","","","","","","",""
"5906","","DQ195453","","","","","","","","","","","","",""
"5907","","DQ195454","","","DQ195481","","","","","","","","","",""
"5908","EU186686","EU186686","","","","","","","","","JQ025176","","","","JN991562"
"5909","EF493685","EF493685","","","","","","","","","","","","",""
"5910","JN991502","JN991438","","","","","","","EU443194","","JQ025178","","","","JN991564"
"5911","EF493520","EF493520","","","","","","","","","","","","",""
"5912","EF493675","EF493675","","","","","","","","","","","","",""
"5913","","","","","","","","","","","","","","",""
"5914","JN690703","EU201061","","","","","","","","","","","","","JN692009"
"5915","","","","","","","","","","","","","","",""
"5916","AY326007","AY326007","","","","","","","","","","","","",""
"5917","","","","","","","","","","","","","","",""
"5918","EF493700","EF493700","","","","","","","","","","","","",""
"5919","","","","","","","","","","","","","","",""
"5920","EF493354","EF493354","","","","","","","","","EF493440","","","","EF493502"
"5921","","","","","","","","","","","","","","",""
"5922","","","","","","","","","","","","","","",""
"5923","EF493701","EF493701","","","","","","","","","EF493443","","","","EF493504"
"5924","JX155287","JX155287","","","","","","","","","","","","",""
"5925","EF493529","EF493529","","","","","","","","","EF493437","","","","EF493499"
"5926","","","","","","","","","","","","","","",""
"5927","","","","","","","","","","","","","","",""
"5928","","","","","","","","","","","","","","",""
"5929","","","","","","","","","","","","","","",""
"5930","","","","","","","","","","","","","","",""
"5931","EF493528","EF493528","","","","","","","","","EF493424","","","","EF493486"
"5932","EF493693","EF493666","","","","","","","","","","","","",""
"5933","","","","","","","","","","","","","","",""
"5934","EF493669","EF493665","","","","","","","","","","","","",""
"5935","EU186736","EU186718","","","","","","","","","","","","",""
"5936","","","","","","","","","","","","","","",""
"5937","FJ882746","EF493697","","","","GQ345216","AY948836","AY948758","","","AY948935","","GQ345313","AY948898","JN991568"
"5938","EF493672","EF493672","","","","","","","","","","","","",""
"5939","","","","","","","","","","","","","","",""
"5940","","","","","","","","","","","","","","",""
"5941","","","","","","","","","","","","","","",""
"5942","EF493513","EF493513","","","","","","AY819473","","AY819092","DQ679272","","","","EF493497"
"5943","","EU192272","","","EU368882","","","","","","","","","",""
"5944","","","","","","","","","","","","","","",""
"5945","","","","","","","","","","","","","","",""
"5946","","","","","","","","","","","","","","",""
"5947","","","","","","","","","","","","","","",""
"5948","","","","","","","","","","","","","","",""
"5949","EF493688","EF493688","","","","","","","","","","","","",""
"5950","","","","","","","","","","","","","","",""
"5951","EU186668","EU186668","","","","","","","","","","","","",""
"5952","","","","","","","","","","","","","","",""
"5953","","","","","","","","","","","","","","",""
"5954","EF493522","EF493522","","","","","","","","","","","","",""
"5955","","","","","","","","","","","","","","",""
"5956","","","","","","","","","","","","","","",""
"5957","","","","","","","","","","","","","","",""
"5958","AY326003","AY326003","","","","","","","","","EF493438","","","","EF493500"
"5959","","","","","","","","","","","","","","",""
"5960","","","","","","","","","","","","","","",""
"5961","","","","","","","","","","","","","","",""
"5962","","DQ195457","","","DQ195483","","","","","","","","","",""
"5963","","","","","","","","","","","","","","",""
"5964","","","","","","","","","","","","","","",""
"5965","EU186671","EU186671","","","DQ195484","","","","","","","","","",""
"5966","","","","","","","","","","","","","","",""
"5967","JN991510","JN371036","","","","","","","","","JQ025182","","","",""
"5968","","","","","","","","","","","","","","",""
"5969","","","","","","","","","","","","","","",""
"5970","","","","","","","","","","","","","","",""
"5971","EF493527","EF493527","","","","","","","","","EF493427","","","","EF493489"
"5972","","","","","","","","","","","","","","",""
"5973","","","","","","","","","","","","","","",""
"5974","","","","","","","","","","","","","","",""
"5975","","","","","","","","","","","","","","",""
"5976","","","","","","","","","","","","","","",""
"5977","","","","","","","","","","","","","","",""
"5978","FJ438809","EF493703","","","EU368884","","","","","","","","","",""
"5979","","","","","","","","","","","","","","",""
"5980","","","","","","","","","","","","","","",""
"5981","","","","","","","","","","","","","","",""
"5982","","","","","","","","","","","","","","",""
"5983","","DQ195459","","","DQ195485","","","","","","JQ025183","","","",""
"5984","","FJ539065","","","","","","","","","","","","",""
"5985","","","","","","","","","","","","","","",""
"5986","JN991514","JN991450","","","","","","","","","JQ025186","","","","JN991570"
"5987","EU186670","EU186670","","","","","","","","","EU186746","","","","EU186767"
"5988","","","","","","","","","","","","","","",""
"5989","EF493511","EF493511","","","","","","","","","","","","",""
"5990","","","","","","","","","","","","","","",""
"5991","EF493676","EF493676","","","","","","","","","","","","",""
"5992","","","","","","","","","","","","","","",""
"5993","","","","","","","","","","","","","","",""
"5994","JX306022","JX306022","","","","","","","","","","","","",""
"5995","","","","","","","","","","","","","","",""
"5996","JN690705","JN691313","","","","","","","","","","","","","JN692012"
"5997","","","","","","","","","","","","","","",""
"5998","","JN371037","","","","","","","","","","","","",""
"5999","","","","","","","","","","","","","","",""
"6000","","","","","","","","","","","","","","",""
"6001","","","","","","","","","","","","","","",""
"6002","","","","","","","","","","","","","","",""
"6003","","","","","","","","","","","","","","",""
"6004","","","","","","","","","","","","","","",""
"6005","EF493824","EF493667","","","","","","","","","","","","",""
"6006","","","","","","","","","","","","","","",""
"6007","","","","","","","","","","","","","","",""
"6008","","","","","","","","","","","","","","",""
"6009","","","","","","","","","","","","","","",""
"6010","EU186676","EU186676","","","","","","","","","","","","","JN692014"
"6011","","","","","","","","","","","","","","",""
"6012","EF493677","EF493677","","","","","","","","","","","","",""
"6013","","","","","","","","","","","","","","",""
"6014","","","","","","","","","","","","","","",""
"6015","","JQ742169","","","","","","JQ742341","","","","","","",""
"6016","","","","","","","","","","","","","","",""
"6017","","DQ195461","","","DQ195486","","","","","","","","","",""
"6018","","JN104681","","","","","","","","","","","","",""
"6019","","JN370999","","","","","","","","","","","","",""
"6020","","","","","","","","","","","","","","",""
"6021","","","","","","","","","","","","","","",""
"6022","","JN104662","","","","","","","","","","","","",""
"6023","","EU130616","","","EU130664","","","","","","","","","",""
"6024","","","","","","","","","","","","","","",""
"6025","FJ438810","EU192278","","","","","","","","","","","","",""
"6026","EF493694","EF493694","","","","","","","","","","","","",""
"6027","","","","","","","","","","","","","","",""
"6028","EF493695","EF493695","","","","","","","","","","","","",""
"6029","","","","","","","","","","","","","","",""
"6030","","","","","","","","","","","","","","",""
"6031","","","","","","","","","","","","","","",""
"6032","EF493698","EF493698","","","","","","","","","","","","",""
"6033","","","","","","","","","","","","","","",""
"6034","","","","","","","","","","","","","","",""
"6035","EF493684","EF493684","","","","","","","","","EF493433","","","","EF493495"
"6036","","","","","","","","","","","","","","",""
"6037","","","","","","","","","","","","","","",""
"6038","","","","","","","","","","","","","","",""
"6039","JN991515","JN991451","","","","","","","","","JQ025188","","","","JN991571"
"6040","","","","","","","","","","","","","","",""
"6041","","","","","","","","","","","","","","",""
"6042","EF493521","EF493521","","","","","","","","","","","","",""
"6043","","","","","","","","","","","","","","",""
"6044","","EU712642","","","","","","","","","","","","",""
"6045","","","","","","","","","","","","","","",""
"6046","","","","","","","","","","","","","","",""
"6047","","","","","","","","","","","","","","",""
"6048","","","","","","","","","","","","","","",""
"6049","EF493517","EF493517","","","","","","","","","","","","",""
"6050","","DQ195464","","","DQ195488","","","","","","","","","",""
"6051","EF493392","EF493392","","","","","","","","","","","","",""
"6052","","DQ195463","","","","","","","","","","","","",""
"6053","","","","","","","","","","","","","","",""
"6054","","","","","","","","","","","","","","",""
"6055","EU186663","EU186663","","","","","","","","","","","","",""
"6056","","","","","","","","","","","","","","",""
"6057","","","","","","","","","","","","","","",""
"6058","EU186692","EU201063","","","","","","","","","","","","","JN692010"
"6059","","","","","","","","","","","","","","",""
"6060","JN991516","","","","","","","","","","JQ025190","","","","JN991572"
"6061","","","","","","","","","","","","","","",""
"6062","","","","","","","","","","","","","","",""
"6063","","","","","","","","","","","","","","",""
"6064","","","","","","","","","","","","","","",""
"6065","EF493826","EF493664","","","","","","","","","","","","",""
"6066","","","","","","","","","","","","","","",""
"6067","","","","","","","","","","","","","","",""
"6068","","","","","","","","","","","","","","",""
"6069","FJ539071","FJ539066","","","","","","","","","JF809920","","","","JF809899"
"6070","","","","","","","","","","","","","","",""
"6071","","DQ195465","","","DQ195489","","","","","","","","","",""
"6072","","","","","","","","","","","","","","",""
"6073","","KF801584","","","","","","","","","","","","",""
"6074","","","","","","","","","","","","","","",""
"6075","","","","","","","","","","","","","","",""
"6076","JN991518","JN991452","","","DQ195490","","","","","","","","","","JN991573"
"6077","","","","","","","","","","","","","","",""
"6078","","","","","","","","","","","","","","",""
"6079","","","","","","","","","","","","","","",""
"6080","","","","","","","","","","","","","","",""
"6081","JN991520","JN991454","","","","","","","","","JQ025192","","","","JN991574"
"6082","","","","","","","","","","","","","","",""
"6083","","","","","","","","","","","","","","",""
"6084","","","","","","","","","","","","","","",""
"6085","JN991521","JN991455","","","","","","","AY273103","","JQ025193","","","","JN991576"
"6086","","","","","","","","","","","","","","",""
"6087","","JN371039","","","","","","","","","","","","",""
"6088","","","","","","","","","","","","","","",""
"6089","JN991522","JN991456","","","","","","","","","JQ025194","","","","JN991577"
"6090","","","","","DQ195491","","","","","","","","","",""
"6091","","","","","","","","","","","","","","",""
"6092","EF493526","EF493526","","","","","","","","","EF493425","","","","EF493487"
"6093","","","","","","","","","","","","","","",""
"6094","","","","","","","","","","","","","","",""
"6095","EF493519","EF493519","","","EU130680","","","","","","EF493434","","","","EF493496"
"6096","EF493682","EF493682","","","","","","","","","","","","",""
"6097","","","","","","","","","","","","","","",""
"6098","","","","","","","","","","","","","","",""
"6099","EF493679","EF493679","","","","","","","","","","","","",""
"6100","","","","","","","","","","","","","","",""
"6101","EF493388","EF493388","","","","","","","","","","","","",""
"6102","","","","","","","","","","","","","","",""
"6103","","","","","","","","","","","","","","",""
"6104","","","","","","","","","","","","","","",""
"6105","","","","","","","","","","","","","","",""
"6106","","","","","","","","","","","","","","",""
"6107","","","","","","","","","","","","","","",""
"6108","","","","","","","","","","","","","","",""
"6109","JN991524","JN991459","","","","","","","","","","","","","JN991578"
"6110","","JN371031","","","","","","","","","","","","",""
"6111","JX155279","JX155279","","","","","","","","","","","","",""
"6112","","","","","","","","","","","","","","",""
"6113","JN991526","JN991460","","","","","","","AY273102","","JQ025198","","","","JN991579"
"6114","","","","","","","","","","","","","","",""
"6115","EF493352","EF493352","","","","","","","","","","","","",""
"6116","","","","","","","","","","","","","","",""
"6117","","","","","","","","","","","","","","",""
"6118","","","","","","","","","","","","","","",""
"6119","","","","","","","","","","","","","","",""
"6120","","","","","","","","","","","","","","",""
"6121","","","","","","","","","","","","","","",""
"6122","","","","","","","","","","","","","","",""
"6123","","","","","","","","","","","","","","",""
"6124","","","","","","","","","","","","","","",""
"6125","","","","","","","","","","","","","","",""
"6126","","DQ195467","","","","","","","","","","","","",""
"6127","EF493707","EF493707","","","DQ195492","","","","","","EF493436","","","","EF493498"
"6128","","","","","","","","","","","","","","",""
"6129","EF493825","EF493367","","","","","","","","","","","","",""
"6130","","","","","","","","","","","","","","",""
"6131","","","","","","","","","","","","","","",""
"6132","","","","","","","","","","","","","","",""
"6133","","","","","","","","","","","","","","",""
"6134","EF493349","EF493349","","","","","","","","","","","","",""
"6135","","","","","","","","","","","","","","",""
"6136","","","","","","","","","","","","","","",""
"6137","","","","","","","","","","","","","","",""
"6138","JN991528","JN991462","","","","","","","EU443190","","JQ025199","","","","JN991580"
"6139","","","","","","","","","","","","","","",""
"6140","FJ438811","EU192255","","","EU368888","","","","","","","","","",""
"6141","JX155292","JX155278","","","","","","","","","","","","",""
"6142","FJ438812","FJ438801","","","","","","","","","","","","",""
"6143","","","","","","","","","","","","","","",""
"6144","","","","","","","","","","","","","","",""
"6145","EU186701","EU186701","","","","","","","","","","","","",""
"6146","","","","","","","","","","","","","","",""
"6147","","","","","","","","","","","","","","",""
"6148","","","","","","","","","","","","","","",""
"6149","","","","","","","","","","","","","","",""
"6150","","","","","","","","","","","","","","",""
"6151","JN991530","","","","","","","","","","","","","","JN991581"
"6152","","","","","","","","","","","","","","",""
"6153","EU186741","EU186723","","","","","","","","","","","","",""
"6154","EF493680","EF493680","","","","","","","","","","","","",""
"6155","EF493683","EF493683","","","","","","","","","","","","",""
"6156","","JN104684","","","","","","","","","","","","",""
"6157","JN991532","EU130580","","","EU130578","","","","","","JQ025200","","","","JN991582"
"6158","","","","","","","","","","","","","","",""
"6159","EF493690","EF493690","","","","","","","","","","","","",""
"6160","","","","","","","","","","","","","","",""
"6161","JX267319","JX267319","","","","","","","","","JX267659","","","","JX267797"
"6162","","","","","","","","","","","","","","",""
"6163","","EU712720","","","","","","","","","","","","",""
"6164","","","","","","","","","","","","","","",""
"6165","","","","","","","","","","","","","","",""
"6166","","","","","","","","","","","","","","",""
"6167","","","","","","","","","","","","","","",""
"6168","EU186724","EU186706","","","","","","","","","","","","",""
"6169","EF493706","EF493706","","","","","","","","","","","","",""
"6170","EF493674","EF493674","","","","","","","","","","","","",""
"6171","","","","","","","","","","","","","","",""
"6172","EF493355","EF493355","","","","","","","EU443183","","JQ025204","","","","JN991586"
"6173","","","","","","","","","","","","","","",""
"6174","","","","","","","","","","","","","","",""
"6175","EF493348","EF493348","","","","","","","","","","","","",""
"6176","","","","","","","","","","","","","","",""
"6177","","","","","","","","","","","","","","",""
"6178","","","","","","","","","","","","","","",""
"6179","","","","","","","","","","","","","","",""
"6180","EF493691","EF493691","","","","","","","","","EF493429","","","","EF493491"
"6181","","","","","","","","","","","","","","",""
"6182","","","","","","","","","","","","","","",""
"6183","","","","","","","","","","","","","","",""
"6184","","","","","","","","","","","","","","",""
"6185","","","","","","","","","","","","","","",""
"6186","EF493705","EF493705","","","","","","","","","EF493439","","","","EF493501"
"6187","","","","","","","","","","","","","","",""
"6188","","JQ742168","","","","","","JQ742340","","","","","","",""
"6189","FJ438814","EU192289","","","EU368890","","","","","","","","","",""
"6190","","","","","","","","","","","","","","",""
"6191","","","","","","","","","","","","","","",""
"6192","","","","","","","","","","","","","","",""
"6193","","","","","","","","","","","","","","",""
"6194","JN991536","JN991468","","","","","","","","","JQ025205","","","","JN991587"
"6195","EF493681","EF493681","","","","","","","","","","","","",""
"6196","","","","","","","","","","","","","","",""
"6197","","","","","","","","","","","","","","",""
"6198","","","","","","","","","","","","","","",""
"6199","","","","","","","","","","","","","","",""
"6200","","","","","","","","","","","","","","",""
"6201","","","","","","","","","","","","","","",""
"6202","EF493692","EF493692","","","","","","","","","","","","",""
"6203","","","","","","","","","","","","","","",""
"6204","","","","","","","","","","","","","","",""
"6205","EF493671","EF493671","","","","","","","","","","","","",""
"6206","EU186665","EU186665","","","","","","","","AY819155","","","","",""
"6207","","","","","","","","","","","","","","",""
"6208","","DQ195471","","","DQ195495","","","","","","","","","",""
"6209","","","","","","","","","","","","","","",""
"6210","","","","","","","","","","","","","","",""
"6211","EF493393","EF493393","","","","","","","","","","","","",""
"6212","","","","","","","","","","","","","","",""
"6213","","","","","","","","","","","","","","",""
"6214","","","","","","","","","","","","","","",""
"6215","EF493673","EF493673","","","","","","","","","","","","",""
"6216","","","","","","","","","","","","","","",""
"6217","","","","","","","","","","","","","","",""
"6218","","","","","","","","","","","","","","",""
"6219","EF493704","EF493704","","","","","","","","","EF493445","","","","EF493506"
"6220","","","","","","","","","","","","","","",""
"6221","EF493525","EF493525","","","","","","","","","","","","",""
"6222","JN991537","JN991469","","","","","","","","","","","","",""
"6223","","","","","","","","","","","","","","",""
"6224","AY326005","AY326005","","","","","","","","","","","","",""
"6225","EF493687","EF493687","","","","","","","","","","","","",""
"6226","","","","","","","","","","","","","","",""
"6227","","","","","","","","","","","","","","",""
"6228","JN991542","JN991474","","","DQ195498","","","","","","JQ025210","","","","JN991592"
"6229","","","","","","","","","","","","","","",""
"6230","","","","","","","","","","","","","","",""
"6231","","","","","","","","","","","","","","",""
"6232","","","","","","","","","","","","","","",""
"6233","","","","","","","","","","","","","","",""
"6234","","","","","","","","","","","","","","",""
"6235","EU186650","EU186650","","","","","","","","","","","","",""
"6236","","JN104685","","","","","","","","","","","","",""
"6237","EF493514","EF493514","","","","","","","","","","","","",""
"6238","AY326009","AY326009","","","JX564889","","","JX564889","JX564889","","EF493442","","","","EF493503"
"6239","EF493353","EF493353","","","","","","","","","","","","",""
"6240","","","","","","","","","","","","","","",""
"6241","","","","","","","","","","","","","","",""
"6242","","","","","","","","","","","","","","",""
"6243","EF493512","EF493512","","","","","","","","","","","","",""
"6244","","","","","","","","","","","","","","",""
"6245","","","","","","","","","","","","","","",""
"6246","","","","","","","","","","","","","","",""
"6247","","","","","","","","","","","","","","",""
"6248","","","","","","","","","","","","","","",""
"6249","","","","","","","","","","","","","","",""
"6250","EF493387","EF493387","","","DQ195499","","","","","","EF493444","","","","EF493505"
"6251","","DQ195476","","","","","","","","","","","","",""
"6252","EF493699","EF493699","","","","","","","","","EF493426","","","","EF493488"
"6253","","","","","","","","","","","","","","",""
"6254","","","","","","","","","","","","","","",""
"6255","","","","","","","","","","","","","","",""
"6256","","","","","","","","","","","","","","",""
"6257","","","","","","","","","","","","","","",""
"6258","JF906312","","","","","","","","","","","","","",""
"6259","EF493686","EF493686","","","","","","","","","","","","",""
"6260","EF493389","EF493389","","","","","","","","","EF493431","","","","EF493493"
"6261","EF493689","EF493689","","","","","","","","","","","","",""
"6262","","","","","","","","","","","","","","",""
"6263","","","","","","","","","","","","","","",""
"6264","JN991546","JN991476","","","","","","","","","JQ025212","","","","JN991596"
"6265","","","","","","","","","","","","","","",""
"6266","","","","","","","","","","","","","","",""
"6267","","","","","","","","","","","","","","",""
"6268","","","","","","","","","","","","","","",""
"6269","","","","","","","","","","","","","","",""
"6270","AY326004","AY326004","","","KC857929","","","","","DQ158260","DQ158344","","","",""
"6271","","","","","","","","","","","","","","",""
"6272","EF493518","EF493518","","","","","","","","","EF493428","","","","EF493490"
"6273","","","","","","","","","","","","","","",""
"6274","EF493377","EF493668","","","","","","","","","","","","",""
"6275","","","","","","","","","","","","","","",""
"6276","","","","","","","","","","","","","","",""
"6277","","","","","","","","","","","","","","",""
"6278","","","","","","","","","","","","","","",""
"6279","JX306020","JX306021","","","","","","","","","","","","",""
"6280","","","","","","","","","","","","","","",""
"6281","","JQ742161","","","","","","JQ742335","","","","","","",""
"6282","","","","","","","","","","","","","","",""
"6283","EU186678","EU186678","","","","","","","","","","","","","JN691953"
"6284","","","","","","","","","","","","","","",""
"6285","","","","","","","","","","","","","","",""
"6286","JN991548","JN991480","","","","","","","","","JQ025214","","","","JN991598"
"6287","","","","","","","","","","","","","","",""
"6288","","","","","","","","","","","","","","",""
"6289","","","","","","","","","","","","","","",""
"6290","","","","","","","","","","","","","","",""
"6291","","","","","","","","","","","","","","",""
"6292","","","","","","","","","","","","","","",""
"6293","","","","","","","","","","","","","","",""
"6294","","","","","","","","","","","","","","",""
"6295","","","","","","","","","","","","","","",""
"6296","","","","","","","","","","","","","","",""
"6297","","","","","","","","","","","","","","",""
"6298","","","","","","","","","","","","","","",""
"6299","","","","","","","","","","","","","","",""
"6300","","","","","","","","","","","","","","",""
"6301","","","","","","","","","","","","","","",""
"6302","","","","","","","","","","","","","","",""
"6303","","","","","","","","","","","","","","",""
"6304","EF493534","EF493534","","","","","","","","","EF493447","","","",""
"6305","EU186691","EU186691","","GQ345188","GQ345204","","GQ345236","GQ345249","","GQ345265","EU186754","","","GQ345334","EU186775"
"6306","DQ283165","DQ283165","","","","DQ284203","","","","","","","DQ282718","","DQ282942"
"6307","","","","","","","","","","","","","","",""
"6308","","","","","","","","","","","","","","",""
"6309","","","","","","","","","","","","","","",""
"6310","","","","","","","","","","","","","","",""
"6311","","","","","","","","","","","","","","",""
"6312","","","","","","","","","","","","","","",""
"6313","","","","","","","","","","","","","","",""
"6314","EF493535","EF493535","","","","","","","","","GQ345299","","","",""
"6315","","","","","","","","","","","","","","",""
"6316","","","","","","","","","","","","","","",""
"6317","EF493536","EF493536","","","","","","","","","","","","",""
"6318","","","","","","","","","","","","","","",""
"6319","","","","","","","","","","","","","","",""
"6320","","","","","","","","","","","","","","",""
"6321","","","","","","","","","","","","","","",""
"6322","","","","","","","","","","","","","","",""
"6323","","","","","","","","","","","","","","",""
"6324","","GU060553","JF703241","","GU060588","","","NC_020002","NC_020002","","AY583344","","","",""
"6325","","","","","","","","","","","","","","",""
"6326","","","","","","","","","","","","","","",""
"6327","","","","","","","","","","","","","","",""
"6328","","","","","","","","","","","","","","",""
"6329","","JX442365","","","","","","","","","JX442375","","","",""
"6330","","","","","","","","","","","","","","",""
"6331","","","","","","","","","","","","","","",""
"6332","","","","","","","","","","","","","","",""
"6333","","GU060554","","","GU060589","","","","","","","","","",""
"6334","","JX442356","","","","","","","","","JX442366","","","",""
"6335","","","","","","","","","","","","","","",""
"6336","","","","","","","","","","","","","","",""
"6337","","GU060557","","","GU060592","","","","","","","","","",""
"6338","","","","","","","","","","","","","","",""
"6339","","GU060558","","","GU060593","","","","","","","","","",""
"6340","","","","","","","","","","","","","","",""
"6341","","","","","","","","","","","","","","",""
"6342","","GU060561","","","GU060595","","","","","","","","","",""
"6343","","","","","","","","","","","","","","",""
"6344","","GU060564","","","GU060599","","","","","","","","","",""
"6345","","","","","","","","","","","","","","",""
"6346","","","","","","","","","","","","","","",""
"6347","","","","","","","","","","","","","","",""
"6348","","","","","","","","","","","","","","",""
"6349","","","","","","","","","","","","","","",""
"6350","","","","","","","","","","","","","","",""
"6351","","","","","","","","","","","","","","",""
"6352","AY578822","DQ864562","","","","DQ284068","","","","","","","","",""
"6353","","","","","","","","","","","","","","",""
"6354","","","","","","","","","","","","","","",""
"6355","","","","","","","","","","","","","","",""
"6356","AY326015","FJ882751","","","","","","FJ882751","FJ882751","","","","","",""
"6357","","","","","","","","","","","","","","",""
"6358","","","","","","","","","","","","","","",""
"6359","","","","","","","","","","","","","","",""
"6360","","","","","","","","","","","","","","",""
"6361","","","","","","","","","","","","","","",""
"6362","","","","","","","","","","","","","","",""
"6363","","","","","","","","","","","","","","",""
"6364","","","","","","","","","","","","","","",""
"6365","","","","","","","","","","","","","","",""
"6366","","","","","","","","","","","","","","",""
"6367","","GU060579","","","GU060614","","","","","","","","","",""
"6368","","","","","","","","","","","","","","",""
"6369","","","","","","","","","","","","","","",""
"6370","","GU060580","","","","","","","","","AY844529","AY844757","AY844952","",""
"6371","AY263218","AY263220","","","GU060616","","","","","","","","","",""
"6372","","","","","","","","","","","","","","",""
"6373","","","","","","","","","","","","","","",""
"6374","","","","","","","","","","","","","","",""
"6375","AY819348","DQ679378","","","","","","AY819478","","AY819097","DQ679271","","","",""
"6376","AY326018","AY326018","","","JX564897","","","JX564897","JX564897","","","","","",""
"6377","DQ283040","DQ283040","","","GU060617","","","","","","","DQ283770","","",""
"6378","DQ864538","DQ864563","","","","","","","","","JX442368","","","",""
"6379","","GU060583","","","GU060618","","","","","","","","","",""
"6380","DQ864539","DQ864564","","","","","","","","","","","","",""
"6381","","","","","","","","","","","","","","",""
"6382","","","","","","","","","","","","","","",""
"6383","AY659993","AY659993","","","AY659993","","","NC_006888","NC_006888","","","","","",""
"6384","","","","","","","","","KC870849","","","","","",""
"6385","NC_014568","NC_014568","","","EF036616","","","NC_014568","NC_014568","","","","","",""
"6386","","","","","","","","","KC870852","","","","","",""
"6387","","","","","","","","","","","","","","",""
"6388","AY659995","AY659995","","","AY659995","","","NC_006890","NC_006890","","","","","",""
"6389","DQ283184","DQ283184","","","EF036621","DQ284218","","","KC870855","","","","","",""
"6390","AY659994","AY659994","","","AY659994","","","NC_006889","NC_006889","","","","","",""
"6391","","","","","","","","","","","","","","",""
"6392","","","","","EF036623","","","","KC870858","","AY650131","","","",""
"6393","","","","","","","","","","","","","","",""
"6394","","","","","EF036687","","","","KC870859","","","","","",""
"6395","AY728218","AY728218","","","EF036630","","","NC_006330","NC_006330","","","","","",""
"6396","","","","","","","","","","","","","","",""
"6397","","","","","","","","","","","","","","",""
"6398","","","","","EF036632","","","","KC870863","","","","","",""
"6399","","","","","EF036634","","","","KC870865","","","","","",""
"6400","","","","","EF036637","","","","KC870867","","","","","",""
"6401","","","","","","","","","","","","","","",""
"6402","DQ283213","Y10947","EF195175","EF107455","AY341745","DQ284244","EF107230","AY659991","AY659991","","AY323752","DQ283893","","EF107367",""
"6403","","","","","EF036638","","","","KC870871","","AY650130","","","",""
"6404","","","","","","","","","KC870872","","AY583345","","","",""
"6405","","","","","","","","","","","","","","",""
"6406","","","EU275887","","","","","","","EU275841","","","","",""
"6407","","","","","","","","","","","","","","",""
"6408","","","","","EF036640","","","","KC870875","","","","","",""
"6409","","","","","","","","","","","","","","",""
"6410","NC_014571","NC_014571","","","EF036664","","","NC_014571","NC_014571","","","","","",""
